2022 08 11 23 00 00,Final Fight Night,La Luz 24h Hall,,40.6055134,-3.7057226
2022 08 12 00 00 01,Renegade,FerialTent,,40.6008322,-3.7001405
2022 08 12 00 30 00,Rapha Pico Show Reggae Sound System Night,The Arena,,,
2022 08 12 10 00 00,Opening of Laura Oter 12 h Hall,,,,
2022 08 12 11 00 00,“Diabolo High Workshop” by Richard Climent / Very Strong low diabolo,24 h Hall,,,
2022 08 12 11 00 00,“Copyleft” Workshop by Nicanor Elia,12 h hall,,,
2022 08 12 12 00 00,Nejapa Area and Carmen Iglesias AcroHall,,,40.6004936,-3.7071356
2022 08 12 12 00 00,Special workshops for families,Park kids Area,,,
2022 08 12 17 00 00,Workshop: Functional Juggling,Park,,,
2022 08 12 20 00 00,Street show  EndikaSalazar,Antonio Gala Square,,,
2022 08 12 20 30 00,Open Stage , Nejapa Area,,40.6004936,-3.7071356
2022 08 12 22 00 00,Final Diabolo Battle,Foresta Tent,,,
2022 08 12 23 00 00,Fire Gala,The Arena,,,
2022 08 13 00 00 01,Renegade,ForestaTent,,,
2022 08 13 10 00 00,Opening of Laura Oter 12 h Hall,,,,
2022 08 13 11 00 00,“Copyleft” Workshop by Nicanor Elia,12 h hall,,,
2022 08 13 12 00 00,Nejapa Area and Carmen Iglesias AcroHall,,,40.6004936,-3.7071356
2022 08 13 19 00 00,Grand Gala 1st Pass,,,,
2022 08 13 20 00 00,Street Show CIA “Acrocircus” Fundación Tchyminigagua Colombia,The Arena,,,
2022 08 13 21 15 00,Music Party ” Tropikalisima”,The Arena,,,
2022 08 13 22 00 00,Grand Gala 2nd Pass,,,,
2022 08 14 00 00 01,Trash Renegade,Foresta Tent,,,
